source_index,original_representation,adversarial_representation,attack_family,canonical_equivalent,label_basis,target_value,teacher_model_hash,property_value
2370,[*]CCSC(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)O[*],[*]CCSC(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)O[*],rearrangement,False,clean_model_teacher,6.411337852478027,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.411337852478027
2371,[*]Oc1ccc(Clc2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,[*]Oc1ccc(Clc2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,substitution,False,clean_model_teacher,4.695637226104736,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.695637226104736
2371,[*]Oc1ccc(Sc2ccc(Sc3ccc(Sc4scc([*])cc4)cc3)cc2)cc1,[*]Oc1ccc(Sc2ccc(Sc3ccc(Sc4scc([*])cc4)cc3)cc2)cc1,substitution,False,clean_model_teacher,3.9250402450561523,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.9250402450561523
2371,[*]Oc1ccc(Sc2ccc/(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,[*]Oc1ccc(Sc2ccc/(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,insertion,False,clean_model_teacher,4.224874973297119,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.224874973297119
2371,[*]Oc1ccc(ScO2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,[*]Oc1ccc(ScO2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,insertion,False,clean_model_teacher,4.142836570739746,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.142836570739746
2371,[*]Oc1ccc(c2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,[*]Oc1ccc(c2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,deletion,False,clean_model_teacher,4.20503568649292,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.20503568649292
2371,[*]Oc1ccc(Sc2ccc(Sc3ccc(Sc4cc([*])cc4)cc3)cc2)cc1,[*]Oc1ccc(Sc2ccc(Sc3ccc(Sc4cc([*])cc4)cc3)cc2)cc1,deletion,False,clean_model_teacher,4.344040393829346,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.344040393829346
2372,[*]CCOCCOC(=O)c1cnc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)c1cnc(-c2ccc(C(=O)O[*])cc2)cc1,substitution,False,clean_model_teacher,4.262424468994141,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.262424468994141
2372,[*]CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)co1,[*]CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)co1,substitution,False,clean_model_teacher,4.374013900756836,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.374013900756836
2372,[*]CCOCCOC(=O)c1ccc(-c2ccc(#C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)c1ccc(-c2ccc(#C(=O)O[*])cc2)cc1,insertion,False,clean_model_teacher,4.215394973754883,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.215394973754883
2372,[*]CCOCCOC(=O)c1ccc(-c2ccc(C(=O)oO[*])cc2)cc1,[*]CCOCCOC(=O)c1ccc(-c2ccc(C(=O)oO[*])cc2)cc1,insertion,False,clean_model_teacher,4.2150797843933105,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.2150797843933105
2372,[*]CCOCCOC(=O)c1cc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)c1cc(-c2ccc(C(=O)O[*])cc2)cc1,deletion,False,clean_model_teacher,4.596398830413818,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.596398830413818
2372,[*]CCOCCOC(=O)c1ccc(c2ccc(C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)c1ccc(c2ccc(C(=O)O[*])cc2)cc1,deletion,True,clean_model_teacher,4.584812164306641,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.584812164306641
2372,[*]COCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]COCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,rearrangement,False,clean_model_teacher,4.52321720123291,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.52321720123291
2372,[*]CCCCOOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCOOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,rearrangement,False,clean_model_teacher,4.6144185066223145,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.6144185066223145
2373,[*]OC(=P)CCCCCCCCCCCC([*])=O,[*]OC(=P)CCCCCCCCCCCC([*])=O,substitution,False,clean_model_teacher,6.207411766052246,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.207411766052246
2373,[*]OC(=O)CCCPCCCCCCCC([*])=O,[*]OC(=O)CCCPCCCCCCCC([*])=O,substitution,False,clean_model_teacher,6.324231147766113,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.324231147766113
2373,[*]OC(=O)CCCCCnCCCCCCC([*])=O,[*]OC(=O)CCCCCnCCCCCCC([*])=O,insertion,False,clean_model_teacher,6.033155918121338,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.033155918121338
2373,[*]OC(=O)CCCCCCCICCCCC([*])=O,[*]OC(=O)CCCCCCCICCCCC([*])=O,insertion,False,clean_model_teacher,6.215592384338379,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.215592384338379
2373,[*]OC(=O)CCCCCCCCCCCC([*])=,[*]OC(=O)CCCCCCCCCCCC([*])=,deletion,False,clean_model_teacher,6.245461940765381,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.245461940765381
2373,[*]OC(=O)CCCCCCCCCCC([*])=O,[*]OC(=O)CCCCCCCCCCC([*])=O,deletion,False,clean_model_teacher,6.258037567138672,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.258037567138672
2374,[*]C(C=C1)=CC=C1C(S=C2)=CC=C2C(=S)O[*],[*]C(C=C1)=CC=C1C(S=C2)=CC=C2C(=S)O[*],substitution,False,clean_model_teacher,2.7748279571533203,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.7748279571533203
2374,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=Cl)O[*],[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=Cl)O[*],substitution,False,clean_model_teacher,3.1436290740966797,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.1436290740966797
2374,[*]C(C=C1)=CC=OC1C(C=C2)=CC=C2C(=S)O[*],[*]C(C=C1)=CC=OC1C(C=C2)=CC=C2C(=S)O[*],insertion,False,clean_model_teacher,3.5679855346679688,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.5679855346679688
2374,[*]C(C=C1)=CC=C1C(C=C2)=C[Si]C=C2C(=S)O[*],[*]C(C=C1)=CC=C1C(C=C2)=C[Si]C=C2C(=S)O[*],insertion,False,clean_model_teacher,3.432948589324951,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.432948589324951
2374,[*]C(C=C1)=CC=C1C(C=C2)CC=C2C(=S)O[*],[*]C(C=C1)=CC=C1C(C=C2)CC=C2C(=S)O[*],deletion,False,clean_model_teacher,3.1565194129943848,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.1565194129943848
2374,[*]C(=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],[*]C(=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],deletion,False,clean_model_teacher,2.936629295349121,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.936629295349121
2374,[*]C(C=C1)C=C=C1C(C=C2)=CC=C2C(=S)O[*],[*]C(C=C1)C=C=C1C(C=C2)=CC=C2C(=S)O[*],rearrangement,False,clean_model_teacher,3.0770020484924316,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0770020484924316
2374,[*]C(C=C1)=CCC=1C(C=C2)=CC=C2C(=S)O[*],[*]C(C=C1)=CCC=1C(C=C2)=CC=C2C(=S)O[*],rearrangement,False,clean_model_teacher,3.0520191192626953,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0520191192626953
2375,[*]CCCCCCCNc1nnc([*])o1,[*]CCCCCCCNc1nnc([*])o1,substitution,False,clean_model_teacher,6.010918140411377,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.010918140411377
2375,[*]CCCCCCCCc1nnc([*])n1,[*]CCCCCCCCc1nnc([*])n1,substitution,False,clean_model_teacher,6.156672477722168,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.156672477722168
2375,[*]cCCCCCCCCc1nnc([*])o1,[*]cCCCCCCCCc1nnc([*])o1,insertion,False,clean_model_teacher,5.251375198364258,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.251375198364258
2375,[*]CCCCCCCCc1nnIc([*])o1,[*]CCCCCCCCc1nnIc([*])o1,insertion,False,clean_model_teacher,5.844950199127197,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.844950199127197
2375,[*]CCCCCCCc1nnc([*])o1,[*]CCCCCCCc1nnc([*])o1,deletion,False,clean_model_teacher,5.778644561767578,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.778644561767578
2375,[*]CCCCCCCCc1nc([*])o1,[*]CCCCCCCCc1nc([*])o1,deletion,False,clean_model_teacher,5.999371528625488,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.999371528625488
2375,[*]CCCCCCCcC1nnc([*])o1,[*]CCCCCCCcC1nnc([*])o1,rearrangement,False,clean_model_teacher,5.713130950927734,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.713130950927734
2376,[*]CF([*])(C#N)C(=O)OCC(C)C,[*]CF([*])(C#N)C(=O)OCC(C)C,substitution,False,clean_model_teacher,6.476707458496094,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.476707458496094
2376,[*]CC([*])(C\N)C(=O)OCC(C)C,[*]CC([*])(C\N)C(=O)OCC(C)C,substitution,False,clean_model_teacher,6.181519508361816,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.181519508361816
2376,[*]CC([*])(C#N)C(=O)OCC(C)C-,[*]CC([*])(C#N)C(=O)OCC(C)C-,insertion,False,clean_model_teacher,6.681575298309326,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.681575298309326
2376,[*]CC([*])(C#N)C(=[N-]O)OCC(C)C,[*]CC([*])(C#N)C(=[N-]O)OCC(C)C,insertion,False,clean_model_teacher,6.057215690612793,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.057215690612793
2376,[*]CC([*])(C#)C(=O)OCC(C)C,[*]CC([*])(C#)C(=O)OCC(C)C,deletion,False,clean_model_teacher,6.200589656829834,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.200589656829834
2376,[*]C([*])(C#N)C(=O)OCC(C)C,[*]C([*])(C#N)C(=O)OCC(C)C,deletion,False,clean_model_teacher,5.774786949157715,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.774786949157715
2376,[*]CC([*])(CN#)C(=O)OCC(C)C,[*]CC([*])(CN#)C(=O)OCC(C)C,rearrangement,False,clean_model_teacher,6.3432512283325195,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.3432512283325195
2376,[*]CC([*])(C#N)C(=O)COC(C)C,[*]CC([*])(C#N)C(=O)COC(C)C,rearrangement,False,clean_model_teacher,6.267937660217285,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.267937660217285
2377,[*]c1cc(COCCCCCCCCCPCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCPCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,substitution,False,clean_model_teacher,2.109302520751953,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.109302520751953
2377,[*]c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OS)cc3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OS)cc3)cc2)c([*])s1,substitution,False,clean_model_teacher,2.27238130569458,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.27238130569458
2377,[*]c1cc(COCCCCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,insertion,False,clean_model_teacher,3.287959575653076,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.287959575653076
2377,[*]c1cc(COCCClCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,[*]c1cc(COCCClCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,insertion,False,clean_model_teacher,3.297684907913208,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.297684907913208
2377,[*]c1cc(COCCCCCCCCCCCCc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCCCCc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,deletion,False,clean_model_teacher,2.479508876800537,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.479508876800537
2377,[*]c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OC)c3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OC)c3)cc2)c([*])s1,deletion,False,clean_model_teacher,2.2679691314697266,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.2679691314697266
2377,[*]c1cc(COCCCCCCCCCCCcOC2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCCCcOC2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,rearrangement,False,clean_model_teacher,2.067897319793701,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.067897319793701
2377,[*]c1cc(COCCCCCCCCCCCOCc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,[*]c1cc(COCCCCCCCCCCCOCc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,rearrangement,False,clean_model_teacher,2.153535842895508,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.153535842895508
2378,[*]Cc1cc(C)c(CNC(=O)CCCCC(=F)N[*])cc1C,[*]Cc1cc(C)c(CNC(=O)CCCCC(=F)N[*])cc1C,substitution,False,clean_model_teacher,5.181888103485107,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.181888103485107
2378,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)C[*])cc1C,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)C[*])cc1C,substitution,False,clean_model_teacher,5.344324111938477,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.344324111938477
2378,[*]Cc1ccCl(C)c(CNC(=O)CCCCC(=O)N[*])cc1C,[*]Cc1ccCl(C)c(CNC(=O)CCCCC(=O)N[*])cc1C,insertion,False,clean_model_teacher,5.387659072875977,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.387659072875977
2378,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)N[*])cc1Cn,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)N[*])cc1Cn,insertion,False,clean_model_teacher,5.192331314086914,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.192331314086914
2378,[*]Cc1cc(C)c(NC(=O)CCCCC(=O)N[*])cc1C,[*]Cc1cc(C)c(NC(=O)CCCCC(=O)N[*])cc1C,deletion,False,clean_model_teacher,5.682965278625488,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.682965278625488
2378,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)N[*])c1C,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)N[*])c1C,deletion,False,clean_model_teacher,5.483405113220215,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.483405113220215
2378,[*]Cc1cc(C)c(CCN(=O)CCCCC(=O)N[*])cc1C,[*]Cc1cc(C)c(CCN(=O)CCCCC(=O)N[*])cc1C,rearrangement,False,clean_model_teacher,5.464679718017578,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.464679718017578
2379,[*]n1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,[*]n1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,substitution,False,clean_model_teacher,3.9207563400268555,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.9207563400268555
2379,[*]c1ccc(S(=O)(=O)c2occ(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,[*]c1ccc(S(=O)(=O)c2occ(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,substitution,False,clean_model_teacher,3.742177963256836,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.742177963256836
2379,[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C[N+]6=O)cc4C3=O)cc2)cc1,[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C[N+]6=O)cc4C3=O)cc2)cc1,insertion,False,clean_model_teacher,3.199383020401001,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.199383020401001
2379,[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(n=O)N([*])C6=O)cc4C3=O)cc2)cc1,[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(n=O)N([*])C6=O)cc4C3=O)cc2)cc1,insertion,False,clean_model_teacher,3.0907201766967773,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0907201766967773
2379,[*]c1cc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,[*]c1cc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,deletion,False,clean_model_teacher,2.516003131866455,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.516003131866455
2379,[*]c1ccc(S(=O)(O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,[*]c1ccc(S(=O)(O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,deletion,False,clean_model_teacher,2.920393228530884,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.920393228530884
2380,[*]N([*])O,[*]N([*])O,substitution,False,clean_model_teacher,5.881080150604248,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.881080150604248
2380,[*]Br([*])O,[*]Br([*])O,substitution,False,clean_model_teacher,6.0864644050598145,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.0864644050598145
2380,[*]C([*])OCl,[*]C([*])OCl,insertion,False,clean_model_teacher,6.616413593292236,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.616413593292236
2380,[*]PC([*])O,[*]PC([*])O,insertion,False,clean_model_teacher,6.854495048522949,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.854495048522949
2380,[*]C([*]),[*]C([*]),deletion,False,clean_model_teacher,6.659823894500732,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.659823894500732
2380,[*]([*])O,[*]([*])O,deletion,False,clean_model_teacher,7.28387451171875,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.28387451171875
2381,[*]Oc1ccsc(C([*])=O)c1,[*]Oc1ccsc(C([*])=O)c1,substitution,False,clean_model_teacher,3.831216812133789,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.831216812133789
2381,[*]Oc1cccc(C([*])=O)s1,[*]Oc1cccc(C([*])=O)s1,substitution,False,clean_model_teacher,3.824718952178955,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.824718952178955
2381,[*]Oc1ccCcc(C([*])=O)c1,[*]Oc1ccCcc(C([*])=O)c1,insertion,False,clean_model_teacher,4.630196571350098,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.630196571350098
2381,[*]Oc1cccc(C([*])[2H]=O)c1,[*]Oc1cccc(C([*])[2H]=O)c1,insertion,False,clean_model_teacher,4.5976152420043945,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.5976152420043945
2381,[*]c1cccc(C([*])=O)c1,[*]c1cccc(C([*])=O)c1,deletion,False,clean_model_teacher,4.183082103729248,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.183082103729248
2381,[*]Oc1cccc(C([*])=O)1,[*]Oc1cccc(C([*])=O)1,deletion,False,clean_model_teacher,5.196676254272461,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.196676254272461
2382,[*]Sc1ccc(C(=O)CNNCP(=O)c2ccc([*])cc2)cc1,[*]Sc1ccc(C(=O)CNNCP(=O)c2ccc([*])cc2)cc1,substitution,False,clean_model_teacher,3.681561231613159,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.681561231613159
2382,[*]So1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,[*]So1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,substitution,False,clean_model_teacher,3.383420467376709,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.383420467376709
2382,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])[N-]cc2)cc1,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])[N-]cc2)cc1,insertion,False,clean_model_teacher,3.9037184715270996,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.9037184715270996
2382,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc[O-]2)cc1,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc[O-]2)cc1,insertion,False,clean_model_teacher,3.7958426475524902,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.7958426475524902
2382,[*]Sc1ccc(C(=O)CNNCC(=O)2ccc([*])cc2)cc1,[*]Sc1ccc(C(=O)CNNCC(=O)2ccc([*])cc2)cc1,deletion,False,clean_model_teacher,3.8053231239318848,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.8053231239318848
2382,[*]c1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,[*]c1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,deletion,False,clean_model_teacher,3.147840738296509,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.147840738296509
2382,[*]Sc1ccc(C(=O)NCNCC(=O)c2ccc([*])cc2)cc1,[*]Sc1ccc(C(=O)NCNCC(=O)c2ccc([*])cc2)cc1,rearrangement,False,clean_model_teacher,3.6469337940216064,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.6469337940216064
2382,[*]Sc1ccc(C(=O)CNCNC(=O)c2ccc([*])cc2)cc1,[*]Sc1ccc(C(=O)CNCNC(=O)c2ccc([*])cc2)cc1,rearrangement,False,clean_model_teacher,3.731720209121704,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.731720209121704
2383,[*]C=C([*])C#F,[*]C=C([*])C#F,substitution,False,clean_model_teacher,0.8201315402984619,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,0.8201315402984619
2383,[*]C=C([*])C#C,[*]C=C([*])C#C,substitution,False,clean_model_teacher,0.8902347087860107,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,0.8902347087860107
2383,[*]C=C([*])CC#N,[*]C=C([*])CC#N,insertion,False,clean_model_teacher,2.8441097736358643,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.8441097736358643
2383,[*]C=C([*])CO#N,[*]C=C([*])CO#N,insertion,False,clean_model_teacher,3.808269739151001,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.808269739151001
2383,[*]C=([*])C#N,[*]C=([*])C#N,deletion,False,clean_model_teacher,4.738994121551514,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.738994121551514
