polymer_id,original_representation,property_name,property_value,units,source_dataset,split
aug_sample_1924:substitution:20260815:4,[*]OC(=O)C1CCC(C(=O)OC2CNC3C([*])COC23)CC1,Bandgap,6.5816,eV,adversarial_augmentation,train
aug_sample_1924:rearrangement:20260815:2,[*]OC(=O)C1CCC(C(=O)OC2COC3C([*])OCC23)CC1,Bandgap,6.5816,eV,adversarial_augmentation,train
aug_sample_1924:rearrangement:20260815:3,[*]OC(=O)C1CCC(C(=O)OC2OCC3C([*])COC23)CC1,Bandgap,6.5816,eV,adversarial_augmentation,train
aug_sample_1925:substitution:20260815:2,[*]Oc1ccs(Oc2ccc(Oc3cccc([*])n3)cc2)cc1,Bandgap,4.1015,eV,adversarial_augmentation,train
aug_sample_1925:substitution:20260815:4,[*]Oc1ccc(Oc2ccc(Oc3cccc([*])c3)cc2)cc1,Bandgap,4.1015,eV,adversarial_augmentation,train
aug_sample_1927:substitution:20260815:0,[*]CCCCCC(-O)NCCCCCCNC(=O)CCCCO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:substitution:20260815:1,[*]CCCPCC(=O)NCCCCCCNC(=O)CCCCO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:substitution:20260815:2,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCPO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:substitution:20260815:3,[*]CCCCCC(/O)NCCCCCCNC(=O)CCCCO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:substitution:20260815:4,[*]CCCCCC(=O)NCCCCCNNC(=O)CCCCO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:rearrangement:20260815:1,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCOC[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:rearrangement:20260815:2,[*]CCCCCC(=O)NCCCCCCNC(=O)CCOCC[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:rearrangement:20260815:3,[*]CCCCCC(=O)CNCCCCCNC(=O)CCCCO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1927:rearrangement:20260815:4,[*]CCCCCC(=O)NCCCCCNCC(=O)CCCCO[*],Bandgap,5.8743,eV,adversarial_augmentation,train
aug_sample_1928:substitution:20260815:0,[*]CC=CCOC(=O)CCCCCCCCC(=O)S[*],Bandgap,6.0636,eV,adversarial_augmentation,train
aug_sample_1928:substitution:20260815:1,[*]CC=CCOC(=O)CCCSCCCCC(=O)O[*],Bandgap,6.0636,eV,adversarial_augmentation,train
aug_sample_1928:substitution:20260815:3,[*]CC=CCOC(=O)CCCCCNCCC(=O)O[*],Bandgap,6.0636,eV,adversarial_augmentation,train
aug_sample_1928:rearrangement:20260815:0,[*]CC=COCC(=O)CCCCCCCCC(=O)O[*],Bandgap,6.0636,eV,adversarial_augmentation,train
aug_sample_1928:rearrangement:20260815:2,[*]C=CCCOC(=O)CCCCCCCCC(=O)O[*],Bandgap,6.0636,eV,adversarial_augmentation,train
aug_sample_1928:rearrangement:20260815:4,[*]CCC=COC(=O)CCCCCCCCC(=O)O[*],Bandgap,6.0636,eV,adversarial_augmentation,train
aug_sample_1929:substitution:20260815:1,[*]CCCCCCCCCICCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Bandgap,5.8439,eV,adversarial_augmentation,train
aug_sample_1929:substitution:20260815:3,[*]CCCCCCCCCCCCNC(/O)CCCCCCCCCCCCCCC(=O)N[*],Bandgap,5.8439,eV,adversarial_augmentation,train
aug_sample_1929:substitution:20260815:4,[*]CCCCCCCCCCCINC(=O)CCCCCCCCCCCCCCC(=O)N[*],Bandgap,5.8439,eV,adversarial_augmentation,train
aug_sample_1930:substitution:20260815:4,[*]c1cccc(-c2nnc(-c3cccc(-c4cnc([*])o4)n3)o2)c1,Bandgap,3.7357,eV,adversarial_augmentation,train
aug_sample_1931:substitution:20260815:1,[*]c1cccc(-c2nc3cc(-c4ccc5os([*])nc5c4)ccc3o2)c1,Bandgap,3.4974,eV,adversarial_augmentation,train
aug_sample_1932:substitution:20260815:0,[*]c1cc(N=Nc2ccc([N+](=O)[O-])nc2)cc([*])c1O,Bandgap,2.8678,eV,adversarial_augmentation,train
aug_sample_1932:substitution:20260815:1,[*]c1cc(N=Sc2ccc([N+](=O)[O-])cc2)cc([*])c1O,Bandgap,2.8678,eV,adversarial_augmentation,train
aug_sample_1932:substitution:20260815:2,[*]c1cc(N=Nc2ccc([Si](=O)[O-])cc2)cc([*])c1O,Bandgap,2.8678,eV,adversarial_augmentation,train
aug_sample_1933:substitution:20260815:1,[*]CCOCCOCCOC(=O)CCSCIC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:substitution:20260815:2,[*]CCOCCOCPOC(=O)CCSCCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:substitution:20260815:4,[*]CCOCCOCCOC(=O)CPSCCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:rearrangement:20260815:0,[*]CCOCCCOCOC(=O)CCSCCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:rearrangement:20260815:1,[*]CCCOCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:rearrangement:20260815:2,[*]OCCCCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:rearrangement:20260815:3,[*]CCOCCOCCOC(=O)SCCCCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1933:rearrangement:20260815:4,[*]CCOCCOCCOC(=O)CCCSCC(=O)O[*],Bandgap,4.8908,eV,adversarial_augmentation,train
aug_sample_1934:substitution:20260815:0,[*]IC(C=C1)=CC=C1OC(=S)[*],Bandgap,4.0098,eV,adversarial_augmentation,train
aug_sample_1934:substitution:20260815:2,[*]CC(C=C1)=CC=P1OC(=S)[*],Bandgap,4.0098,eV,adversarial_augmentation,train
aug_sample_1934:substitution:20260815:3,[*]CC(S=C1)=CC=C1OC(=S)[*],Bandgap,4.0098,eV,adversarial_augmentation,train
aug_sample_1934:substitution:20260815:4,[*]CC(C=C1)=CC-C1OC(=S)[*],Bandgap,4.0098,eV,adversarial_augmentation,train
aug_sample_1934:rearrangement:20260815:0,[*]CC(C=C1)=C=CC1OC(=S)[*],Bandgap,4.0098,eV,adversarial_augmentation,train
aug_sample_1934:rearrangement:20260815:2,[*]CC(C=C1)C=C=C1OC(=S)[*],Bandgap,4.0098,eV,adversarial_augmentation,train
aug_sample_1935:substitution:20260815:3,[*]c1ccc([*])c2ns(CC)c(CC)nc12,Bandgap,3.3408,eV,adversarial_augmentation,train
aug_sample_1936:substitution:20260815:2,[*]c1ccc(Oc2ccc(-c3nc4ccc(Nc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,Bandgap,3.2,eV,adversarial_augmentation,train
aug_sample_1936:substitution:20260815:4,[*]c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)nc2)cc1,Bandgap,3.2,eV,adversarial_augmentation,train
aug_sample_1937:substitution:20260815:1,[*]Oc1c(I)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(Cl)c2)cc1Cl,Bandgap,4.7294,eV,adversarial_augmentation,train
aug_sample_1937:substitution:20260815:2,[*]Oc1c(Br)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(Cl)c2)cc1Cl,Bandgap,4.7294,eV,adversarial_augmentation,train
aug_sample_1937:substitution:20260815:3,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(P)c2)cc1Cl,Bandgap,4.7294,eV,adversarial_augmentation,train
aug_sample_1937:substitution:20260815:4,[*]Oc1c(F)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(Cl)c2)cc1Cl,Bandgap,4.7294,eV,adversarial_augmentation,train
aug_sample_1938:substitution:20260815:1,[*]ICN([*])C(=O)c1c(F)cc(F)cc1F,Bandgap,4.6565,eV,adversarial_augmentation,train
aug_sample_1938:substitution:20260815:2,[*]CCN([*])C(=O)c1c(F)cc(F)cc1Cl,Bandgap,4.6565,eV,adversarial_augmentation,train
aug_sample_1938:rearrangement:20260815:0,[*]NCC([*])C(=O)c1c(F)cc(F)cc1F,Bandgap,4.6565,eV,adversarial_augmentation,train
aug_sample_1938:rearrangement:20260815:1,[*]CNC([*])C(=O)c1c(F)cc(F)cc1F,Bandgap,4.6565,eV,adversarial_augmentation,train
aug_sample_1939:substitution:20260815:1,[*]Oc1c(C)cc([*])cc1C(C)CICCCC,Bandgap,4.1665,eV,adversarial_augmentation,train
aug_sample_1939:substitution:20260815:2,[*]Oc1c(C)cs([*])cc1C(C)CCCCCC,Bandgap,4.1665,eV,adversarial_augmentation,train
aug_sample_1939:substitution:20260815:4,[*]Oc1c(C)cc([*])cc1C(C)CCCCPC,Bandgap,4.1665,eV,adversarial_augmentation,train
aug_sample_1940:substitution:20260815:2,[*]c1ccc2nc3c4cccs5c6nc7ccc([*])cc7nc6c6cccc(c3nc2c1)c6c45,Bandgap,2.6823,eV,adversarial_augmentation,train
aug_sample_1941:substitution:20260815:1,[*]PC(CC([*])=O)C1CCC=CO1,Bandgap,4.8038,eV,adversarial_augmentation,train
aug_sample_1941:substitution:20260815:2,[*]OC(CC([*])=O)C1CCC#CO1,Bandgap,4.8038,eV,adversarial_augmentation,train
aug_sample_1941:substitution:20260815:4,[*]OC(CC([*])=O)C1CCC=CS1,Bandgap,4.8038,eV,adversarial_augmentation,train
aug_sample_1941:rearrangement:20260815:1,[*]OC(CC([*])=O)C1C=CCCO1,Bandgap,4.8038,eV,adversarial_augmentation,train
aug_sample_1941:rearrangement:20260815:2,[*]OC(CC([*])=O)C1CCCOC=1,Bandgap,4.8038,eV,adversarial_augmentation,train
aug_sample_1941:rearrangement:20260815:3,[*]OC(CC([*])=O)C1CC=CCO1,Bandgap,4.8038,eV,adversarial_augmentation,train
aug_sample_1942:substitution:20260815:1,[*]CC(=S)C(=P)O[*],Bandgap,2.6969,eV,adversarial_augmentation,train
aug_sample_1942:substitution:20260815:2,[*]CC(=O)C(=O)O[*],Bandgap,2.6969,eV,adversarial_augmentation,train
aug_sample_1942:substitution:20260815:3,[*]CC(=S)I(=O)O[*],Bandgap,2.6969,eV,adversarial_augmentation,train
aug_sample_1943:substitution:20260815:1,[*]Oc1ccc(C2(c3ccc(Oc4nc([*])nc(IC)n4)cc3)CCCCC2)cc1,Bandgap,4.2479,eV,adversarial_augmentation,train
aug_sample_1943:substitution:20260815:3,[*]Oc1ccc(C2(c3ccc(Oc4nc([*])nc(OC)n4)cc3)CCCCC2)nc1,Bandgap,4.2479,eV,adversarial_augmentation,train
aug_sample_1944:substitution:20260815:0,[*]OC(CCC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ccco1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1944:substitution:20260815:1,[*]ON(COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ccco1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1944:substitution:20260815:2,[*]OC(COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ncco1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1944:substitution:20260815:3,[*]OC(COC(=O)Nc1ccc(Cc2ccc(NC([*])=N)cc2)cc1)c1ccco1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1944:rearrangement:20260815:0,[*]OC(COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ccoc1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1944:rearrangement:20260815:1,[*]OC(OCC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ccco1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1944:rearrangement:20260815:2,[*]OC(COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1cocc1,Bandgap,4.2202,eV,adversarial_augmentation,train
aug_sample_1945:substitution:20260815:0,[*]C(I)/C([*])I,Bandgap,3.6353,eV,adversarial_augmentation,train
aug_sample_1945:substitution:20260815:2,[*]C(I)=C([*])O,Bandgap,3.6353,eV,adversarial_augmentation,train
aug_sample_1945:substitution:20260815:3,[*]C(Br)=C([*])I,Bandgap,3.6353,eV,adversarial_augmentation,train
aug_sample_1946:substitution:20260815:0,[*]CCCCCCCCPCNC(C)=N[*],Bandgap,4.7056,eV,adversarial_augmentation,train
aug_sample_1946:substitution:20260815:1,[*]CSCCCCCCCCNC(C)=N[*],Bandgap,4.7056,eV,adversarial_augmentation,train
aug_sample_1946:substitution:20260815:2,[*]CCCCOCCCCCNC(C)=N[*],Bandgap,4.7056,eV,adversarial_augmentation,train
aug_sample_1946:rearrangement:20260815:0,[*]CCCCCCCCNCCC(C)=N[*],Bandgap,4.7056,eV,adversarial_augmentation,train
aug_sample_1946:rearrangement:20260815:1,[*]CCCCCCCCCNCC(C)=N[*],Bandgap,4.7056,eV,adversarial_augmentation,train
aug_sample_1947:substitution:20260815:3,[*]CCC=C([*])C(Br)(C)C,Bandgap,4.8144,eV,adversarial_augmentation,train
aug_sample_1947:substitution:20260815:4,[*]CCC=C([*])C(C)(C)Br,Bandgap,4.8144,eV,adversarial_augmentation,train
aug_sample_1947:rearrangement:20260815:1,[*]CC=CC([*])C(C)(C)C,Bandgap,4.8144,eV,adversarial_augmentation,train
aug_sample_1947:rearrangement:20260815:2,[*]C=CCC([*])C(C)(C)C,Bandgap,4.8144,eV,adversarial_augmentation,train
aug_sample_1948:substitution:20260815:3,[*]C=CC1CC([*])C2C(=O)N(c3ccc(C)cn3)C(=O)C12,Bandgap,5.1862,eV,adversarial_augmentation,train
aug_sample_1948:substitution:20260815:4,[*]C#CC1CC([*])C2C(=O)N(c3ccc(C)cc3)C(=O)C12,Bandgap,5.1862,eV,adversarial_augmentation,train
aug_sample_1948:rearrangement:20260815:0,[*]CCC=1CC([*])C2C(=O)N(c3ccc(C)cc3)C(=O)C12,Bandgap,5.1862,eV,adversarial_augmentation,train
aug_sample_1948:rearrangement:20260815:1,[*]CC=C1CC([*])C2C(=O)N(c3ccc(C)cc3)C(=O)C12,Bandgap,5.1862,eV,adversarial_augmentation,train
aug_sample_1948:rearrangement:20260815:2,[*]=CCC1CC([*])C2C(=O)N(c3ccc(C)cc3)C(=O)C12,Bandgap,5.1862,eV,adversarial_augmentation,train
aug_sample_1949:substitution:20260815:1,[*]CCCOCCOC(=O)CCCC(=O)O[*],Bandgap,6.5166,eV,adversarial_augmentation,train
aug_sample_1949:substitution:20260815:2,[*]CCCCCCIC(=O)CCCC(=O)O[*],Bandgap,6.5166,eV,adversarial_augmentation,train
aug_sample_1949:substitution:20260815:4,[*]CCCCPCOC(=O)CCCC(=O)O[*],Bandgap,6.5166,eV,adversarial_augmentation,train
aug_sample_1949:rearrangement:20260815:1,[*]CCCCOCCC(=O)CCCC(=O)O[*],Bandgap,6.5166,eV,adversarial_augmentation,train
aug_sample_1949:rearrangement:20260815:2,[*]CCCCCOCC(=O)CCCC(=O)O[*],Bandgap,6.5166,eV,adversarial_augmentation,train
aug_sample_1950:substitution:20260815:0,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(\O)O[*])cc2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1950:substitution:20260815:2,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cn2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1950:substitution:20260815:3,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(-O)O[*])cc2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1950:rearrangement:20260815:0,[*]CCCOCC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1950:rearrangement:20260815:1,[*]CCCCOC(=O)c1ccc(N=CNc2ccc(C(=O)O[*])cc2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1950:rearrangement:20260815:2,[*]CCOCCC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1950:rearrangement:20260815:3,[*]CCCCOC(=O)c1ccc(NN=Cc2ccc(C(=O)O[*])cc2)cc1,Bandgap,3.5443,eV,adversarial_augmentation,train
aug_sample_1951:substitution:20260815:2,[*]Nc1nc(Nn2c(=O)c3cc4c(=O)n([*])s(=O)c4cc3c2=O)nc(N(CCCC)CCCC)n1,Bandgap,2.5894,eV,adversarial_augmentation,train
aug_sample_1952:substitution:20260815:2,[*]c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ncc([*])nc5n4)cc3n2)cc1,Bandgap,3.2921,eV,adversarial_augmentation,train
aug_sample_1952:substitution:20260815:4,[*]c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ccc([*])nc5c4)cc3n2)cc1,Bandgap,3.2921,eV,adversarial_augmentation,train
aug_sample_1952:rearrangement:20260815:1,[*]c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5cnc([*])nc5c4)cc3n2)cc1,Bandgap,3.2921,eV,adversarial_augmentation,train
aug_sample_1952:rearrangement:20260815:3,[*]c1ccc(-c2ncc3ccc(S(=O)(=O)c4ccc5ncc([*])nc5c4)cc3n2)cc1,Bandgap,3.2921,eV,adversarial_augmentation,train
aug_sample_1953:substitution:20260815:0,[*]P(=O)C1CC(OC(=O)CCC)CN1[*],Bandgap,4.5924,eV,adversarial_augmentation,train
aug_sample_1953:substitution:20260815:2,[*]C(=O)C1CC(OC(=I)CCC)CN1[*],Bandgap,4.5924,eV,adversarial_augmentation,train
aug_sample_1953:substitution:20260815:3,[*]C(=O)C1CC(OS(=O)CCC)CN1[*],Bandgap,4.5924,eV,adversarial_augmentation,train
aug_sample_1953:substitution:20260815:4,[*]C(=O)C1CC(OC(/O)CCC)CN1[*],Bandgap,4.5924,eV,adversarial_augmentation,train
aug_sample_1954:substitution:20260815:0,[*]Cc1ccc(CNC(=N)CCCCCCCCCC(=O)N[*])cc1,Bandgap,5.2404,eV,adversarial_augmentation,train
aug_sample_1954:substitution:20260815:1,[*]Cc1ccc(CNC(=O)CCCCCCCSCC(=O)N[*])cc1,Bandgap,5.2404,eV,adversarial_augmentation,train
aug_sample_1954:substitution:20260815:2,[*]Cc1ccc(CNC(=O)CCCCOCCCCC(=O)N[*])cc1,Bandgap,5.2404,eV,adversarial_augmentation,train
aug_sample_1954:substitution:20260815:3,[*]Cc1ccc(CNC(=O)CCCICCCCCC(=O)N[*])cc1,Bandgap,5.2404,eV,adversarial_augmentation,train
aug_sample_1954:substitution:20260815:4,[*]Cc1ccc(CNC(=O)COCCCCCCCC(=O)N[*])cc1,Bandgap,5.2404,eV,adversarial_augmentation,train
aug_sample_1955:substitution:20260815:0,[*]c1ccc(-c2cc(CCCNCCCCCCCC)c([*])s2)s1,Bandgap,1.4731,eV,adversarial_augmentation,train
aug_sample_1955:substitution:20260815:2,[*]c1cnc(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,Bandgap,1.4731,eV,adversarial_augmentation,train
aug_sample_1955:substitution:20260815:3,[*]c1ccc(-c2cc(CCCCCCCCCCSC)c([*])s2)s1,Bandgap,1.4731,eV,adversarial_augmentation,train
aug_sample_1956:substitution:20260815:1,[*]CCCCOC(=O)NCCSC(=O)O[*],Bandgap,6.0791,eV,adversarial_augmentation,train
aug_sample_1956:rearrangement:20260815:0,[*]CCCCOC(=O)NCNCC(=O)O[*],Bandgap,6.0791,eV,adversarial_augmentation,train
aug_sample_1956:rearrangement:20260815:2,[*]CCCOCC(=O)NCCNC(=O)O[*],Bandgap,6.0791,eV,adversarial_augmentation,train
aug_sample_1956:rearrangement:20260815:3,[*]CCCCOC(=O)CNCNC(=O)O[*],Bandgap,6.0791,eV,adversarial_augmentation,train
aug_sample_1956:rearrangement:20260815:4,[*]CCOCCC(=O)NCCNC(=O)O[*],Bandgap,6.0791,eV,adversarial_augmentation,train
aug_sample_1957:substitution:20260815:0,[*]CCCCCCCCCNCCCCOC(=O)CCCCC(=O)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1957:substitution:20260815:1,[*]CCCCCCCCCCCCCCOC(=O)CCCCC(=C)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1957:substitution:20260815:2,[*]CCCCCCCCCCCCCCOC(=O)NCCCC(=O)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1957:substitution:20260815:3,[*]CCCCCCCCCCCPCCOC(=O)CCCCC(=O)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1957:substitution:20260815:4,[*]CCCCCCCCCCCCSCOC(=O)CCCCC(=O)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1957:rearrangement:20260815:0,[*]CCCCCCCCCCCCCOCC(=O)CCCCC(=O)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1957:rearrangement:20260815:1,[*]CCCCCCCCCCCCOCCC(=O)CCCCC(=O)O[*],Bandgap,6.6687,eV,adversarial_augmentation,train
aug_sample_1958:substitution:20260815:0,[*]OC(c1ccc(OC)nc1)C(C)(C)C([*])=O,Bandgap,4.5448,eV,adversarial_augmentation,train
aug_sample_1959:substitution:20260815:1,[*]CC([*])(C)C(=C)OCCCCCn1c2ccccc2c2ccccc21,Bandgap,3.7599,eV,adversarial_augmentation,train
aug_sample_1959:substitution:20260815:2,[*]CC([*])(C)C(=O)OCPCCCn1c2ccccc2c2ccccc21,Bandgap,3.7599,eV,adversarial_augmentation,train
aug_sample_1959:substitution:20260815:4,[*]CC([*])(C)C(=O)OCCNCCn1c2ccccc2c2ccccc21,Bandgap,3.7599,eV,adversarial_augmentation,train
aug_sample_1959:rearrangement:20260815:1,[*]CC([*])(C)C(=O)CCOCCCn1c2ccccc2c2ccccc21,Bandgap,3.7599,eV,adversarial_augmentation,train
aug_sample_1959:rearrangement:20260815:2,[*]CC([*])(C)C(=O)COCCCCn1c2ccccc2c2ccccc21,Bandgap,3.7599,eV,adversarial_augmentation,train
aug_sample_1960:substitution:20260815:1,P([*])C([*])(C(=O)OCc1ccco1),Bandgap,4.8728,eV,adversarial_augmentation,train
aug_sample_1960:substitution:20260815:4,C([*])C([*])(C(=O)OCc1cccs1),Bandgap,4.8728,eV,adversarial_augmentation,train
aug_sample_1960:rearrangement:20260815:0,C([*])C([*])(C(=O)OCc1cocc1),Bandgap,4.8728,eV,adversarial_augmentation,train
aug_sample_1960:rearrangement:20260815:2,C([*])C([*])(C(=O)COc1ccco1),Bandgap,4.8728,eV,adversarial_augmentation,train
aug_sample_1960:rearrangement:20260815:4,C([*])C([*])(C(=O)OCc1ccoc1),Bandgap,4.8728,eV,adversarial_augmentation,train
aug_sample_1961:substitution:20260815:1,[*]I(=O)NCCCCCCCCCCNC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1961:substitution:20260815:2,[*]C(=O)NCCCCCCCSCCNC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1961:substitution:20260815:4,[*]C(=O)NCCCCCCCICCNC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1961:rearrangement:20260815:0,[*]C(=O)NCCCCCCCCCNCC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1961:rearrangement:20260815:1,[*]C(=O)CCNCCCCCCCCNC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1961:rearrangement:20260815:2,[*]C(=O)NCCCCCCCCNCCC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1961:rearrangement:20260815:4,[*]C(=O)CNCCCCCCCCCNC(=O)c1ccc([*])s1,Bandgap,4.1872,eV,adversarial_augmentation,train
aug_sample_1963:substitution:20260815:2,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ncc(C(C)(C)c4ccc([*])c([N-][N+]#N)c4)cc3[N-][N+]#N)cc2)cc1,Bandgap,3.8369,eV,adversarial_augmentation,train
aug_sample_1963:substitution:20260815:4,[*]Oc1cnc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc([*])c([N-][N+]#N)c4)cc3[N-][N+]#N)cc2)cc1,Bandgap,3.8369,eV,adversarial_augmentation,train
aug_sample_1964:substitution:20260815:0,[*]CCS(S1)=CC=C1C(=S)[*],Bandgap,2.5846,eV,adversarial_augmentation,train
aug_sample_1964:substitution:20260815:2,[*]CCC(S1)-CC=C1C(=S)[*],Bandgap,2.5846,eV,adversarial_augmentation,train
aug_sample_1964:substitution:20260815:4,[*]CCC(S1)=CC=C1C(-S)[*],Bandgap,2.5846,eV,adversarial_augmentation,train
aug_sample_1964:rearrangement:20260815:1,[*]CCC(S1)=CCC=1C(=S)[*],Bandgap,2.5846,eV,adversarial_augmentation,train
aug_sample_1964:rearrangement:20260815:2,[*]CCC(S1)C=C=C1C(=S)[*],Bandgap,2.5846,eV,adversarial_augmentation,train
aug_sample_1964:rearrangement:20260815:3,[*]CCC(S1)=C=CC1C(=S)[*],Bandgap,2.5846,eV,adversarial_augmentation,train
aug_sample_1965:substitution:20260815:0,[*]OC(C)COC(=O)c1ccc(/c2ccc(C([*])=O)cc2)cc1,Bandgap,4.0523,eV,adversarial_augmentation,train
aug_sample_1965:substitution:20260815:2,[*]OI(C)COC(=O)c1ccc(-c2ccc(C([*])=O)cc2)cc1,Bandgap,4.0523,eV,adversarial_augmentation,train
aug_sample_1965:substitution:20260815:3,[*]OC(C)COC(=O)c1ccc(-c2ncc(C([*])=O)cc2)cc1,Bandgap,4.0523,eV,adversarial_augmentation,train
aug_sample_1965:substitution:20260815:4,[*]OC(C)COC(=O)c1ccc(-c2ccc(C([*])=N)cc2)cc1,Bandgap,4.0523,eV,adversarial_augmentation,train
aug_sample_1965:rearrangement:20260815:1,[*]OC(C)OCC(=O)c1ccc(-c2ccc(C([*])=O)cc2)cc1,Bandgap,4.0523,eV,adversarial_augmentation,train
aug_sample_1966:substitution:20260815:0,[*]CC(SCCC)(CCCC)C(=O)O[*],Bandgap,6.6774,eV,adversarial_augmentation,train
aug_sample_1966:substitution:20260815:1,[*]CC(CCCC)(CCCC)C(/O)O[*],Bandgap,6.6774,eV,adversarial_augmentation,train
aug_sample_1966:substitution:20260815:2,[*]CC(CCIC)(CCCC)C(=O)O[*],Bandgap,6.6774,eV,adversarial_augmentation,train
aug_sample_1967:substitution:20260815:4,[*]N=C1C=IC([*])C=C1Cl,Bandgap,3.9985,eV,adversarial_augmentation,train
aug_sample_1967:rearrangement:20260815:0,[*]N=C1C=CC([*])=CC1Cl,Bandgap,3.9985,eV,adversarial_augmentation,train
aug_sample_1967:rearrangement:20260815:1,[*]=CN1C=CC([*])C=C1Cl,Bandgap,3.9985,eV,adversarial_augmentation,train
aug_sample_1967:rearrangement:20260815:4,[*]=NC1C=CC([*])C=C1Cl,Bandgap,3.9985,eV,adversarial_augmentation,train
